"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
35,"empleado","casado","bachillerato",35,"si","no","celular",17,"abril",203,"no"
45,"independiente","casado","bachillerato",67,"si","no","chat",7,"mayo",254,"no"
37,"independiente","soltero","bachillerato",6,"si","no","celular",13,"agosto",1149,"si"
35,"desempleado","divorciado","universitario",44,"si","no","chat",9,"mayo",189,"no"
43,"empleado","soltero","bachillerato",13,"si","no","celular",12,"noviembre",707,"si"
28,"informal","casado","bachillerato",10,"si","no","celular",15,"mayo",196,"si"
32,"informal","divorciado","bachillerato",14,"si","si","chat",9,"mayo",171,"no"
26,"empleado","soltero","bachillerato",68,"no","no","celular",28,"enero",1451,"si"
35,"empleado","casado","bachillerato",49,"si","no","chat",2,"junio",563,"si"
35,"independiente","soltero","bachillerato",56,"si","si","celular",11,"agosto",239,"no"
39,"informal","casado","bachillerato",41,"si","si","telefono",28,"julio",73,"no"
42,"informal","divorciado","bachillerato",20,"si","si","celular",6,"mayo",203,"no"
32,"independiente","soltero","bachillerato",22,"si","si","celular",6,"mayo",158,"no"
30,"empleado","casado","bachillerato",19,"no","no","celular",9,"julio",100,"si"
26,"desempleado","soltero","universitario",69,"si","si","celular",8,"julio",160,"no"
30,"estudiante","soltero","bachillerato",62,"si","no","celular",19,"noviembre",661,"si"
32,"desempleado","casado","universitario",69,"si","no","celular",14,"mayo",166,"no"
47,"empleado","casado","bachillerato",46,"si","si","celular",29,"julio",114,"no"
33,"independiente","casado","universitario",45,"si","si","chat",29,"mayo",58,"no"
57,"informal","casado","primaria",16,"si","no","telefono",31,"julio",25,"no"
35,"independiente","casado","bachillerato",1,"si","si","celular",7,"mayo",121,"no"
53,"independiente","casado","universitario",62,"no","si","chat",16,"junio",226,"si"
24,"informal","soltero","bachillerato",34,"si","si","chat",16,"mayo",234,"no"
54,"desempleado","divorciado","universitario",32,"si","si","celular",10,"julio",88,"no"
31,"empleado","casado","universitario",13,"si","si","chat",21,"mayo",85,"si"
41,"independiente","casado","bachillerato",41,"si","si","celular",18,"noviembre",134,"no"
44,"empleado","casado","bachillerato",21,"no","si","celular",4,"agosto",251,"no"
35,"empleado","soltero","bachillerato",63,"si","si","celular",14,"mayo",152,"no"
30,"desempleado","casado","universitario",58,"no","si","celular",13,"agosto",202,"no"
43,"informal","soltero","primaria",9,"si","no","chat",30,"mayo",379,"no"
51,"independiente","casado","bachillerato",25,"no","si","celular",28,"julio",123,"no"
60,"pensionado","casado","bachillerato",40,"no","no","celular",30,"abril",156,"si"
43,"independiente","casado","bachillerato",39,"no","si","chat",17,"junio",332,"no"
31,"desempleado","casado","universitario",58,"si","si","telefono",14,"mayo",90,"no"
56,"empleado","casado","primaria",52,"si","no","telefono",20,"noviembre",291,"si"
42,"independiente","casado","bachillerato",4,"si","si","telefono",6,"febrero",23,"no"
52,"independiente","casado","primaria",63,"no","si","celular",21,"julio",122,"no"
40,"independiente","casado","bachillerato",46,"si","si","celular",26,"julio",105,"no"
36,"empleado","casado","bachillerato",19,"si","si","telefono",11,"mayo",1143,"no"
40,"empleado","casado","primaria",5,"si","si","chat",26,"mayo",70,"no"
46,"informal","casado","bachillerato",60,"si","si","celular",8,"mayo",264,"no"
32,"independiente","soltero","bachillerato",23,"no","si","celular",27,"mayo",204,"no"
31,"ama(o)_de_casa","soltero","universitario",13,"si","no","celular",19,"noviembre",182,"no"
41,"independiente","divorciado","bachillerato",70,"si","si","celular",17,"noviembre",386,"no"
58,"ama(o)_de_casa","casado","primaria",3,"no","si","chat",5,"junio",295,"no"
36,"empleado","casado","bachillerato",69,"si","si","celular",12,"mayo",86,"no"
52,"independiente","casado","bachillerato",50,"si","si","celular",28,"agosto",16,"no"
42,"desempleado","casado","universitario",1,"si","si","celular",20,"agosto",413,"no"
32,"desempleado","soltero","universitario",52,"si","si","chat",29,"mayo",323,"no"
62,"desempleado","casado","universitario",27,"si","si","celular",13,"octubre",78,"no"
31,"independiente","soltero","universitario",9,"no","si","celular",25,"agosto",121,"no"
41,"informal","soltero","bachillerato",14,"no","si","celular",20,"noviembre",477,"si"
34,"independiente","casado","universitario",30,"no","no","celular",19,"noviembre",265,"no"
44,"empleado","soltero","universitario",17,"no","no","celular",27,"octubre",418,"si"
42,"informal","casado","primaria",23,"si","si","celular",28,"julio",386,"no"
37,"independiente","soltero","bachillerato",72,"si","si","chat",19,"mayo",594,"no"
47,"desempleado","casado","universitario",41,"no","no","celular",8,"julio",161,"no"
32,"desempleado","casado","bachillerato",62,"si","si","celular",5,"febrero",450,"no"
46,"informal","casado","bachillerato",47,"si","no","celular",25,"agosto",217,"no"
39,"independiente","soltero","universitario",27,"si","no","celular",8,"agosto",136,"no"
28,"empleado","soltero","bachillerato",38,"si","no","chat",9,"mayo",322,"no"
26,"estudiante","soltero","bachillerato",23,"si","si","celular",16,"noviembre",104,"no"
52,"independiente","casado","bachillerato",58,"si","si","celular",17,"noviembre",189,"no"
42,"empleado","casado","bachillerato",68,"no","no","celular",15,"julio",250,"si"
33,"independiente","divorciado","universitario",61,"no","si","celular",19,"agosto",123,"no"
73,"pensionado","casado","primaria",50,"no","no","celular",23,"octubre",427,"si"
35,"independiente","soltero","bachillerato",61,"no","si","celular",8,"julio",632,"no"
40,"desempleado","casado","universitario",68,"si","si","celular",13,"abril",101,"no"
51,"independiente","casado","bachillerato",45,"no","no","celular",24,"agosto",467,"si"
37,"independiente","soltero","bachillerato",29,"si","si","celular",16,"abril",640,"no"
39,"desempleado","casado","universitario",9,"si","si","celular",16,"abril",517,"no"
28,"informal","casado","bachillerato",28,"si","no","chat",13,"mayo",160,"no"
49,"independiente","divorciado","universitario",44,"si","si","celular",12,"junio",177,"no"
36,"independiente","casado","bachillerato",29,"si","no","chat",21,"mayo",206,"no"
45,"independiente","casado","bachillerato",45,"si","si","chat",7,"mayo",208,"no"
29,"independiente","soltero","universitario",64,"si","si","celular",12,"abril",169,"no"
35,"empleado","casado","bachillerato",45,"si","no","celular",14,"julio",287,"si"
35,"ama(o)_de_casa","casado","universitario",72,"si","si","celular",17,"julio",505,"no"
30,"informal","casado","bachillerato",6,"si","no","celular",18,"mayo",284,"no"
46,"informal","casado","primaria",32,"no","no","celular",30,"enero",89,"si"
25,"estudiante","soltero","universitario",53,"no","si","celular",29,"septiembre",138,"no"
36,"empleado","casado","universitario",12,"no","no","celular",14,"diciembre",321,"si"
42,"informal","casado","primaria",9,"si","no","chat",15,"mayo",262,"si"
57,"independiente","casado","bachillerato",20,"si","si","celular",13,"octubre",61,"no"
42,"desempleado","divorciado","universitario",21,"si","si","celular",24,"julio",217,"no"
29,"desempleado","casado","universitario",38,"si","si","celular",14,"julio",192,"no"
36,"independiente","casado","universitario",26,"si","no","celular",29,"octubre",174,"no"
31,"desempleado","casado","bachillerato",5,"no","si","chat",25,"junio",292,"no"
59,"independiente","casado","primaria",68,"si","si","chat",29,"mayo",240,"no"
50,"desempleado","divorciado","bachillerato",54,"si","si","celular",4,"agosto",282,"no"
47,"independiente","casado","bachillerato",52,"si","si","telefono",14,"agosto",128,"no"
46,"ama(o)_de_casa","casado","primaria",38,"no","si","telefono",2,"febrero",161,"no"
26,"informal","soltero","primaria",23,"si","si","celular",29,"enero",291,"no"
31,"empleado","soltero","bachillerato",23,"si","no","celular",20,"noviembre",356,"si"
30,"empleado","casado","universitario",39,"si","si","chat",21,"mayo",294,"no"
47,"informal","soltero","tecnico",55,"no","no","chat",18,"junio",422,"no"
23,"independiente","soltero","universitario",64,"si","no","chat",28,"mayo",806,"si"
44,"desempleado","soltero","primaria",57,"si","si","chat",16,"junio",227,"no"
42,"independiente","casado","bachillerato",56,"no","no","celular",17,"noviembre",560,"no"
32,"empleado","soltero","bachillerato",6,"si","si","celular",17,"abril",135,"no"
28,"independiente","soltero","bachillerato",71,"si","si","chat",3,"junio",361,"no"
57,"informal","casado","primaria",12,"si","si","celular",18,"julio",246,"no"
38,"independiente","casado","universitario",56,"si","no","celular",4,"febrero",419,"si"
22,"estudiante","soltero","bachillerato",41,"no","no","celular",8,"noviembre",449,"si"
54,"independiente","casado","bachillerato",5,"si","si","celular",17,"noviembre",71,"no"
32,"independiente","casado","universitario",60,"si","no","celular",21,"julio",357,"no"
32,"empleado","casado","universitario",17,"si","no","celular",18,"noviembre",164,"si"
59,"independiente","divorciado","bachillerato",52,"si","si","chat",15,"mayo",263,"no"
45,"independiente","casado","bachillerato",23,"si","si","chat",18,"junio",146,"no"
53,"empleado","casado","primaria",38,"no","no","celular",27,"octubre",759,"si"
50,"independiente","divorciado","bachillerato",54,"si","no","celular",28,"julio",72,"no"
34,"independiente","casado","bachillerato",33,"si","si","celular",12,"agosto",131,"no"
35,"independiente","divorciado","bachillerato",62,"no","si","celular",21,"noviembre",808,"si"
30,"desempleado","casado","universitario",2,"si","si","celular",17,"julio",1183,"no"
62,"ama(o)_de_casa","casado","bachillerato",28,"si","si","celular",4,"septiembre",123,"no"
40,"informal","casado","bachillerato",39,"si","si","chat",29,"mayo",483,"no"
26,"independiente","soltero","universitario",55,"no","no","celular",4,"mayo",238,"si"
34,"desempleado","casado","universitario",36,"si","no","celular",11,"julio",90,"no"
50,"empleado","casado","tecnico",41,"no","no","celular",9,"julio",464,"si"
31,"empleado","divorciado","universitario",34,"no","no","celular",22,"agosto",385,"si"
35,"independiente","casado","bachillerato",12,"si","si","chat",23,"mayo",240,"no"
55,"pensionado","casado","primaria",59,"no","si","celular",14,"mayo",104,"si"
34,"independiente","casado","bachillerato",14,"no","no","celular",29,"agosto",109,"si"
58,"informal","casado","primaria",66,"no","no","celular",30,"noviembre",598,"no"
50,"desempleado","soltero","universitario",34,"si","si","chat",16,"mayo",274,"no"
31,"independiente","soltero","bachillerato",67,"si","no","celular",7,"agosto",123,"no"
47,"independiente","divorciado","bachillerato",54,"no","si","celular",23,"julio",70,"no"
38,"independiente","soltero","universitario",65,"si","si","chat",23,"mayo",260,"no"
46,"desempleado","soltero","universitario",42,"si","no","celular",29,"enero",190,"no"
42,"informal","casado","primaria",8,"si","si","chat",14,"mayo",521,"no"
34,"informal","casado","bachillerato",55,"si","si","celular",14,"mayo",228,"no"
37,"empleado","casado","universitario",3,"no","no","telefono",17,"febrero",466,"si"
38,"estudiante","soltero","universitario",8,"si","no","celular",27,"febrero",74,"no"
59,"informal","casado","bachillerato",25,"si","si","chat",29,"mayo",57,"no"
32,"independiente","casado","bachillerato",10,"no","si","celular",30,"enero",119,"no"
55,"desempleado","casado","universitario",9,"no","si","celular",19,"noviembre",124,"no"
35,"informal","casado","bachillerato",34,"si","si","celular",31,"julio",65,"no"
56,"desempleado","divorciado","universitario",23,"si","si","celular",28,"julio",127,"no"
27,"independiente","casado","bachillerato",22,"si","no","celular",14,"julio",172,"si"
42,"desempleado","soltero","bachillerato",48,"si","no","celular",30,"julio",174,"no"
42,"estudiante","casado","tecnico",24,"no","si","telefono",31,"julio",41,"no"
41,"informal","casado","primaria",62,"si","si","chat",30,"mayo",232,"no"
53,"pensionado","divorciado","bachillerato",26,"no","si","chat",6,"junio",161,"si"
67,"pensionado","casado","primaria",28,"no","no","celular",16,"abril",124,"si"
53,"ama(o)_de_casa","casado","primaria",32,"no","si","chat",5,"junio",701,"si"
33,"informal","casado","primaria",43,"si","si","chat",9,"mayo",162,"no"
31,"independiente","soltero","tecnico",39,"si","si","chat",6,"junio",431,"no"
31,"independiente","casado","bachillerato",34,"si","no","celular",18,"julio",191,"no"
30,"desempleado","casado","universitario",23,"si","si","celular",11,"agosto",249,"no"
48,"informal","casado","tecnico",55,"si","no","chat",6,"mayo",189,"no"
30,"independiente","soltero","bachillerato",13,"si","si","celular",25,"agosto",167,"no"
43,"independiente","soltero","universitario",65,"si","no","celular",29,"agosto",73,"no"
38,"desempleado","divorciado","universitario",60,"si","si","chat",30,"mayo",162,"no"
46,"desempleado","casado","bachillerato",25,"si","si","celular",12,"agosto",235,"no"
59,"informal","divorciado","bachillerato",69,"si","si","celular",15,"mayo",44,"no"
44,"empleado","divorciado","universitario",8,"si","si","chat",26,"mayo",127,"si"
35,"informal","casado","bachillerato",19,"si","si","celular",20,"abril",93,"no"
55,"informal","casado","tecnico",55,"si","no","celular",30,"enero",143,"no"
39,"empleado","soltero","universitario",54,"si","no","celular",16,"abril",81,"si"
36,"empleado","soltero","bachillerato",63,"si","si","chat",17,"junio",77,"no"
33,"informal","casado","bachillerato",54,"si","si","chat",23,"mayo",115,"no"
48,"desempleado","soltero","universitario",51,"si","no","chat",17,"noviembre",125,"no"
33,"desempleado","soltero","universitario",23,"si","no","celular",19,"agosto",53,"no"
67,"informal","casado","tecnico",32,"si","no","telefono",4,"mayo",77,"no"
48,"desempleado","divorciado","bachillerato",54,"si","no","telefono",3,"febrero",45,"no"
57,"desempleado","casado","universitario",53,"si","si","celular",11,"agosto",74,"no"
31,"ama(o)_de_casa","casado","primaria",3,"no","no","celular",21,"agosto",169,"si"
30,"estudiante","soltero","universitario",43,"si","no","celular",11,"agosto",269,"no"
56,"independiente","divorciado","primaria",35,"si","si","celular",29,"enero",52,"no"
26,"informal","casado","primaria",48,"si","si","celular",22,"julio",246,"no"
44,"empleado","casado","bachillerato",68,"si","no","chat",20,"junio",218,"si"
44,"independiente","divorciado","bachillerato",8,"no","no","celular",13,"noviembre",167,"si"
31,"empleado","casado","universitario",61,"si","no","celular",21,"noviembre",316,"si"
47,"independiente","casado","tecnico",20,"si","no","celular",15,"mayo",142,"no"
30,"independiente","soltero","bachillerato",62,"si","no","celular",21,"noviembre",75,"no"
37,"desempleado","casado","universitario",34,"no","si","celular",2,"febrero",204,"no"
56,"independiente","divorciado","primaria",16,"si","si","celular",10,"julio",542,"no"
43,"desempleado","soltero","bachillerato",31,"si","si","chat",16,"mayo",122,"no"
42,"empleado","casado","bachillerato",16,"si","si","chat",30,"mayo",70,"no"
60,"empleado","casado","bachillerato",2,"si","no","celular",8,"julio",266,"si"
34,"informal","casado","tecnico",23,"si","si","celular",6,"mayo",34,"no"
34,"desempleado","soltero","universitario",49,"no","si","celular",22,"julio",203,"no"
41,"desempleado","casado","universitario",16,"si","si","chat",6,"junio",85,"no"
